langs,system,n2m,source,target,n2mS,n2mT
fr-ja,gpt4,3-2,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf ? Vingt ans ? Trente ans ?,私が傑作を発見するという考えに喜びで飛び跳ねるのをやめてから何年経ったのでしょうか。 そして、月曜日に新たな男性としてオフィスに戻るのは? 二十歳? 30歳?,3,2
fr-ja,gpt4,1-2,"On dirait : "" Il est mort comme il a vécu, parmi les livres, en lisant ! "" et, en vérité, je serais mort en rêvant à rien.",それは彼は生きているように、本の中で、読みながら死んだと言われます。 そして、実際には、何も夢見ずに死んでしまったでしょう。,1,2
fr-ja,gpt4,2-1,Petite main. Entrez.,小さな手 入ってください。,2,1
fr-ja,gpt4,2-1,On doit faire un stage en entreprise. Obligatoire.,私たちは企業でインターンシップをする必要があります。,2,1
fr-ja,gpt4,1-4,"C'est monsieur Meunier, le grand patron, qui m'a dit de... Le grand patron ? Meunier ? Vous ne le connaissez pas ?",それはミュニエ氏、大統領が私に言ったのです。。。 大統領? ミュニエ? あなたは彼を知らないのですか?,1,4
fr-ja,gpt4,2-1,Cinq minutes. Vous voulez organiser des concerts ?,五分 あなたはコンサートを主催したいのですか?,2,1
fr-ja,gpt4,1-2,"Longtemps j'ai croisé les pieds dessus pour un peu de détente, d'élévation, pour un peu plus de sang au cerveau, maintenant, il m'arrive de plus en plus souvent d'y poser la tête, surtout le soir, surtout le vendredi soir.",長い間、私は少しリラックスしたり、エレベーションを得るため、または脳への血流を増やすために足を組んでいました。 でも最近では、特に夜や金曜日の夜など、そこに頭を置くことがますます多くなってきています。,1,2
fr-ja,gpt4,1-2,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais.",私は開かれた原稿の上に腕を組み、それに頭を乗せます。 額は前腕の上に、頬は新鮮なテキストの上にあります。,1,2
fr-ja,gpt4,1-2,"À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n'ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end.",この時間にはみんな出て行ってしまい、私だけが疲れ果てて船に残っています。 週末に持って行くべき原稿の山を整理する勇気がないからです。,1,2
fr-ja,llama,1-2,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain...,その男は、私の下にある手稿が恋愛の物語です。 その男は、結婚しているが、彼女には彼氏がいるという設定です。,1,2
fr-ja,llama,2-1,"Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis.",何も私に驚かない 月々、読まない、再読している。,2,1
fr-ja,llama,2-1,"La même vieille bouillie dont on fait des "" nouveautés "", des saisons, des rentrées "" littéraires "", des succès, des bides, des bides. Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",同じ古いスープを作り、新しいもの、季節、文学的帰還、成功、失敗を作ります 繰り返した紙、朝に出発して夕方に戻るトラック、既に時代遅れた新しいものを積み込んでいます。,2,1
fr-ja,llama,3-1,Vingt ans ? Trente ans ? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十年 三十年 このような死臭をする口座を持つのは好きではありません。,3,1
fr-ja,llama,1-2,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois...","首を傾けると、心が強く鼓動し、木が揺れる。 Kanjou no yado wa, kami no furu yami ni kakurete iru。",1,2
fr-ja,llama,2-1,Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.,それは still better in this silence 私は respire 世界のノイズに戻ることは、いつも試練です。,2,1
fr-ja,llama,3-1,Petite main. Entrez. Elle entre.,小さな手 入ります 彼女は入っています。,3,1
fr-ja,llama,1-2,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",私はただちにノスタルジアを感じた。 その時代、家はまだ小さく、走り回る少女たちの脚によってすべての顔を認識することができた。,1,2
fr-ja,llama,2-1,"Non, je ne gagne rien. Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",そうですね、私は何も稼ぐことがありません 彼女は、私には、髪が少し崩れているように思われ、ジーンズに穴があり、他の部分は色っぽいです。,2,1
fr-ja,llama,1-3,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小さいです。 黒い目をしています。 Sympathiqueですが、美しいということは私には分かりません。,1,3
fr-ja,llama,2-1,Alors qu'est-ce que vous faites ici ? J'aime bien les livres aussi !,何かここですることがありますか? 私は本も好きです!,2,1
fr-ja,llama,2-1,On doit faire un stage en entreprise. Obligatoire.,企業でインターンシップをすることが必要です。,2,1
fr-ja,llama,1-2,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret ?",必須 あなたは私のオフィスで何をしていますか? 非常質問ですか?,1,2
fr-ja,llama,3-1,"C'est monsieur Meunier, le grand patron, qui m'a dit de... Le grand patron ? Meunier ? Vous ne le connaissez pas ? Trop bien. Non, gestion d'entreprises culturelles.",それは、ミュニエさん、大ボスです、私に。。。,3,1
fr-ja,llama,4-1,Et vous voulez gérer l'édition ? Je vous souhaite bonne chance. Je préférerais organiser des concerts. Asseyez-vous.,"あなたたちは知らないの? とろっぷびえん 会社の文化的管理 本当に? 編集を管理したいと思いますか? ""私はあなたに幸運を願っています。"" コンサートを企画したいです。 座って下さい。 行かなくちゃいけません、金曜日です。 遅いです 五分 コンサートを計画しますか? はい、それは良い、音楽です。",4,1
fr-ja,llama,4-1,"Il faut que j'y aille, c'est vendredi. Il est tard. Cinq minutes. Vous voulez organiser des concerts ?",長い間、私は足を組んでいた。,4,1
fr-ja,llama,2-1,"Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l'avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur.",私はマンスクリプトを開いて、肘を組んで、頭を前腕に、頬を新しい文字に寄せています デスクの木は私の心のビートを強調します。,2,1
fr-ja,llama,2-1,Ruhlman ? Leleu ?,瑠味農 レルー?,2,1
fr-ja,llama,2-1,Alors vous savez. C'est lui qui m'a dit de vous apporter ça.,その人が私にあなたにそれを持って来るように言ったのです。,2,1
fr-ja,llama,1-2,Il m'a dit qu'il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd.,彼は、週末にあなたのすべての原稿を入れたと言っていました。 それで、あなたにとって負担が軽くなると思います。,1,2
fr-ja,llama,2-1,Vous les touchez et ils s'ouvrent. Il y en a un paquet.,あなたが彼らに触れると、彼らは開く やはり、一揃いあります。,2,1
fr-ja,human,1-2,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain...,私の頬の下にあるのは、恋愛小説の原稿。 男と女が出会い、男は結婚していて、女には彼氏がいるという物語。。。,1,2
fr-ja,human,1-2,"On dirait : "" Il est mort comme il a vécu, parmi les livres, en lisant ! "" et, en vérité, je serais mort en rêvant à rien.",生きているときそのままに、本に囲まれ、本を読みながら、彼は死んだ! と人は言うだろうし、実際、私は夢見ながら死ぬことはないだろう。,1,2
fr-ja,human,2-1,Entrez. Elle entre.,どうぞ 入ってくる。,2,1
fr-ja,human,1-2,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",にわかに懐かしさが湧き上がってくる。 社がまだ小さく、廊下を歩く脚を見ればどの娘かわかった頃の郷愁。,1,2
fr-ja,human,2-1,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents. Vous voulez une augmentation ?",だって、私たち研修生はたくさんの仕事をこなして、多様な能力を身につけることが本分ですから 給料を上げてもらいたいのかね?,2,1
fr-ja,human,2-1,"Non, je ne gagne rien. Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",いいえ、まだ無給です 私が見るところ、彼女の髪はかなり乱れていて、穴の開いたジーンズをはき、表情は生き生きとしている。,2,1
fr-ja,human,1-2,Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite ?,今流行りの本作り専攻だろうか? ぶれるのを承知で、年に何千ものガストン・ガリマール（文芸出版社ガリマール書店の創業者）を生み出すマシン。,1,2
fr-ja,human,2-1,"Obligatoire. Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret ?",必修なんです では、社長室まで何をしに来たのかね、不躾とは言わないが 会長のムニエさんに言われて。。。,2,1
