langs,system,n2m,source,target,n2mS,n2mT
de-ja,human,1-4,"Wie eine Hohlform lässt die Erfahrung des Verlusts die Umrisse dessen, was zu beklagen ist, hervortreten, und nicht selten verwandelt es sich im verklärenden Licht der Trauer zu einem Objekt der Begierde, oder wie es ein Heidelberger Professor für Zoologie im Vorwort eines Bändchens der Neuen Brehm-Bücherei formuliert: ""Es scheint zu den rational kaum fassbaren Eigenschaften des westlichen Menschen zu gehören, dass er Verlorenes höher bewertet als noch Bestehendes, anders ist die merkwürdige Faszination nicht zu erklären, die seither vom Beutelwolf ausgeht.""",あたかも鋳型と同じように、喪失の体験は亡き者の輪郭を浮かび上がらせる。 哀悼のうちに死者が美化され、渇望の対象と化すことも稀ではない。 ハイデルベルク大学のある動物学教授は、『新プレーム叢書』の一冊の前書にこう記している。 失われたものに今あるものよりも価値を置くのは、理性では理解しがたい西洋人の特性の一つであるらしい。,1,4
de-ja,human,1-2,"Die sterblichen Reste von Artgenossen nicht einfach den natürlichen Zersetzungprozessen zu überantworten, gilt gemeinhin als eine Eigenart des Menschen, obwohl sich vergleichbares Verhalten auch bei anderen höheren Tieren beobachten lässt:",同類の遺体をそのまま自然の腐敗に委ねないのは、一般に人類の特徴と見なされている。 もっとも、これと比較しうる行動は他の高等動物においても観察される。,1,2
de-ja,human,1-2,"So versammeln sich Elefanten beispielsweise um ein sterbendes Herdenmitglied, berühren es stundenlang mit dem Rüssel, trompeten dabei aufgebracht und versuchen oft noch, den leblosen Körper wieder aufzurichten, ehe sie den Leichnam schließlich mit Erde und Zweigen bedecken.",たとえばゾウは、臨終を迎える仲間の周りに集まり、鼻でその個体に何時間も触れながら、興奮して鳴いたり、死んでぐったりした体をもう一度起こそうとしたりする。 そして最後に亡骸に土や枝をかけてやる。,1,2
de-ja,human,1-2,"Auch werden jene Sterbe-Orte von ihnen noch Jahre später regelmäßig aufgesucht, wozu es zweifellos eines guten Gedächtnisses, womöglich sogar gewisser Jenseitsvorstellungen bedarf, die wir uns nicht weniger phantastisch als die unsrigen und ebenso unverifizierbar vorstellen dürfen.",仲間が死んだ場所を、何年も後まで繰り返し訪れたりもする。 これには疑いなく高い記憶力と、ことによるとある種の来世のイメージを要すると思われるが、それが私たちの持っ来世のイメージより見劣りするものと考えてはならないし、そもそも双方とも検証のしようがない。,1,2
de-ja,human,1-3,"Erst jetzt, da ich die Arbeit an diesem Buch, in dem die vielfältigen Phänomene der Zersetzung und Zerstörung eine tragende Rolle spielen, fast beendet habe, sehe ich ein, dass es nur eine der unzähligen Arten darstellt, mit dem Tod umzugehen, die im Grunde nicht unbeholfener oder fürsorglicher ist als jene von Herodot bezeugte Sitte der Kallatier, die ihre verstorbenen Eltern aufzuessen pflegten und voller Entsetzen waren, als sie von jenem Brauch der Griechen hörten, die ihrigen zu verbrennen.",解体や破壊という現象の諸相を柱とする本書の執筆をほぼ終えた今になって、私はそれが死と向き合う無数の方法の一つにすぎないことに思い至った。 これをへロドトスが記しているインドのカッラティアイ人の習俗と比べて、どちらがより粗野だとか、どちらがより思いやり深いとか言うことはできない。 死んだ親の肉を食べる習慣を持つカッラティアイ人は、親の死体を火葬にするというギリシャ人の風習を聞いて、大いに直慨したという。,1,3
de-ja,human,1-2,"Denn darüber, ob derjenige dem Leben näher ist, der sich seine Sterblichkeit unaufhörlich vor Augen führt, oder jener, dem es gelingt, den Tod zu verdrängen, gibt es so widerstreitende Ansichten wie über die Frage, ob die Vorstellung grauenerregender sei, dass alles ein Ende haben wird, oder die, dass es keines geben könnte.",死すべき運命をつねに見つめる者と、死を意識から排除することに成功した者と、どちらがより生に近いのか。 すべての物には終わりがあると考えるのと、終わりはないと考えるのと、どちらがより恐ろしいか、という間いと同じで、これは非常に見解の分かれるところだ。,1,2
de-ja,human,1-4,"Natürlich hatte ich schon davor andere bemerkenswerte Begräbnisstätten besucht: die Toteninsel San Michele etwa, wie sie mit hohen, roten Backsteinmauern aus dem blaugrünen Wasser der Lagune von Venedig emporragt gleich einer uneinnehmbaren Festung, oder das grelle Jahrmarktstreiben des Hollywood Forever Cemetery am alljährlich von der mexikanischen Bevölkerung begangenen Día de los Muertos mit den orange-gelb geschmückten Gräbern und den von der fortgeschrittenen Verwesung auf ewig zum Grinsen verdammten Totenschädeln aus bunt gefärbtem Zucker und Pappmaché.",もちろんそれ以前にもいくつか特筆すべき墓所を訪れたことはあった。 たとえばヴェネツィアの干潟の青緑色の水中から、赤煉瓦の高い壁に囲まれて難攻不落の要塞のようにそびえたつ死者の島、サン・ミシェル。 あるいはメキシコ系住民が毎年にぎやかに死者の日を祝う、ハリウッド・フォーエバー墓地。 墓はオレンジと黄色の花で飾られ、カラフルな砂糖菓子や張り子細工の頭蓋骨は、腐敗が進んで永遠の笑顔を浮かべているようだ。,1,4
de-ja,human,1-3,"Doch keine hat mich so berührt wie der Friedhof jener Fischersiedlung, in dessen eigentümlichem Grundriss einer Art Kompromiss aus Kreis und Quadrat ich nichts anderes als ein Sinnbild der ungeheuerlichen Utopie zu erkennen glaubte, die ich dort verwirklicht sah: mit dem Tod vor Augen zu leben.",けれども、この漁師町の墓地ほどに私の心を動かす墓所はなかった。 まるで円と四角の間の妥協のようなその独特の輪郭に、私はまさにユートピアの象徴を見たように思った。 死を目の前にしつつ生きるというユートピアが、そこに実現されていた。,1,3
de-ja,human,1-4,"Lange Zeit war ich überzeugt, an diesem Ort, dessen dänischer Name ""kleine Insel"" oder ""vom Wasser umgeben"" bedeutet, sei man dem Leben näher, gerade weil seine Bewohner die Toten wortwörtlich in ihre Mitte geholt hatten, anstatt sie wie sonst in unseren Breitengraden üblich aus dem Innersten der Gemeinden vor die Stadttore zu verbannen, auch wenn der urbane Raum sich die Gräberstätten durch sein ungehemmtes Anwachsen oft nur wenig später wieder einverleibt hat.",長いこと私は確信していた。 デンマーク語で小さな島とか水に囲まれたという意味の名前を持つこの場所に住む人々は、同じくらいの緯度の国々で通常行われているように、共同体の内部から市門の外へと死者たちを追放する代わりに、死者たちを文字通り町の中心に迎え入れた。 だからこそ、より生に近いのだと。 もっとも都市空間もまた人口膨張のために、ほどなくして墓地をふたたび内部へと取り込まざるを得なくなるのだけれど。,1,4
de-ja,human,1-2,"Sie liegt an einer der letzten Ausbuchtungen eines Meeresarmes, der seit einer vorvergangenen, glazialen Periode weit ins Landesinnere hineinreicht und in dessen brackigem Wasser sich im Frühjahr Heringe, im Sommer Aale, im Herbst Dorsche und im Winter Karpfen, Hechte und Brassen finden, so dass dort der Beruf des Fischers bis heute ausgeübt wird.",その町は、長い入り江の最後の湾曲の一つに面していた。 前の氷河期以降、陸地の奥深くへと浸食をつづける入り江の塩分を含む水には、春はニシン、夏はウナギ、秋はタラ、そして冬にはコイ、カワカマス、プリームといった魚が見られ、その結果、今日にいたるまで漁師の仕事が営まれてきたのだった。,1,2
de-ja,human,1-2,"Diese Männer bewohnen mit ihren Familien seit Jahrhunderten ein nicht anders als malerisch zu nennendes Viertel, das aus kaum mehr als zwei mit Kopfstein gepflasterten Straßen, einem Trockenplatz für die Netze und einer nur noch von zwei alten, adligen Damen bewohnten Klosteranlage besteht.",漁師の男たちは家族とともに何百年も前から、まさに絵画的というほかない一角に住んでいた。 ここにあるものといえば、円頭石を敷きつめた二本の石畳の道と、漁網の干場、それに今は年老いた貴族の婦人二人が暮らすだけとなった修道院くらいだった。,1,2
de-ja,human,1-2,"Kurzum, es handelt sich um einen jener scheinbar aus der Zeit gefallenen Orte, in denen sich allzu leicht der Versuchung erliegen lässt, eine ebenso vage wie verlockende Vergangenheit für lebendig zu halten.",要するにそれは時の流れからこばれ落ちたような場所の一つだった。 そうした場所にいると、漠として魅惑的な過去が今もなお生きていると信じたいという誘惑にあっさりと負けそうになる。,1,2
de-ja,human,1-3,"Doch nicht die blühenden Rosenstöcke und hohen Malven vor den niedrigen, weiß gekalkten Häusern, nicht deren bunt bemalte Holztüren oder die schmalen, zumeist direkt hinunter zum steinigen Ufer führenden Gänge zwischen den Gebäuden sind mir in besonderer Erinnerung geblieben, sondern der merkwürdige Umstand, dass ich im Zentrum der Siedlung keinen Marktplatz, sondern einen Friedhof vorfand, von jungen, sommergrünen Linden beschattet und von einem gusseisernen Zaun eingefasst, dass also ebendort, wo gewöhnlich Ware gegen Geld getauscht wurde, die Toten unter der Erde das taten, was man aus einem unausrottbaren Wunschglauben heraus gerne ""ruhen"" nennt.",しかし私の記憶にとくに深く刻まれたのは、花咲くバラの木でも、背の低い白い漆喰壁の家々の前庭に咲く背の高いゼニアオイでもなければ、家々の色とりどりに塗られた木の扉でも、ごつごつした岩場へそのまま通じる建物と建物の間の狭い通路でもない。 記憶に残ったのはある奇妙な状況、つまり居住地の中心にマルクト広場ではなく、緑なす若い菩提樹の木陰に、鋳鉄の柵に囲われる形で墓地があるのを発見したことだった。 通常ならモノと金が交換されるその場所で、地中の死者たちは、人々が根強い願望から呼び習わしてきた休らうことをしているのだった。,1,3
de-ja,human,1-4,"Mein Erstaunen, das ich zuerst für Unbehagen hielt, war groß und wuchs noch, als man mich auf das Haus einer Frau aufmerksam machte, die beim Kochen von ihrer Küche aus auf das Grab ihres früh verstorbenen Sohnes blicken konnte, und mir klar wurde, dass die jahrhundertealte Tradition der hier für den Bestattungsritus zuständigen Totengilde dazu geführt hatte, die schon Gestorbenen und die noch Lebenden ein und derselben Familie so nah beinander zu belassen, wie ich es bisher nur von den Bewohnern einiger pazifischer Inseln kannte.",はじめ不快感のように感じられた私の驚きは大きかったが、ある女性の家に注意を促された時、その驚きはさらに大きくなった。 彼女は台所で料理をしながら、早くに亡くなった息子の墓を垣間見ることができるのだった。 この町で葬儀をとりおこなう葬儀組合の何百年もの伝統から、家族内の死者と生者をこのように近くに置くようになったとのことだった。 それまで私は太平洋のいくつかの島でそうした風習があるのを知っているだけだった。,1,4
de-ja,gpt4,1-2,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",全てが何の区別もなく保存され続けると、電力を消費するデータストレージのように、それが意味を失ってしまいます。 そしてただの無秩序な使用不能な情報の集積体へ変わってしまいます。,1,2
de-ja,gpt4,1-2,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、不確かな未来を勝つための最も急進的な手段と思われるかもしれません。 しかし、それは短縮された存在の代償としてであります。,1,2
de-ja,gpt4,1-2,"Um sicherzustellen, dass ihm nicht doch noch etwas Unvorhergesehenes zustieß, sprang er in Athen lachend, nackt und gesalbt ins Feuer, verbrannte zweifellos qualvoll bei lebendigem Leib und ging mit der Inszenierung seines selbstbestimmten Todes in die Geschichte ein, wenn auch nur als kuriose Anekdote in einem Band jener einst achtzig Bücher umfassenden Römischen Geschichte des Cassius Dio, dessen Inhalt zufällig überliefert wurde.",予期しない何かが起こる可能性があることを確認するために、彼はアテネで笑顔で裸体に塗油して火中へ飛び込みました。 そして疑いなく生じて火葬され、自分で選択した死の演出と共に歴史に名を刻みましたが、偶然残ったカッシウス・ディオーのローマ史80冊分中1冊分しか残しておらず奇妙な逸話です。,1,2
